CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Combined_Score,RFM_Score_Label,Customer_Segment
16802,315,2,488.86,1,3,3,7,1-3-3,Occasional Browsers
16805,213,2,578.43,1,3,3,7,1-3-3,Occasional Browsers
16807,106,3,909.89,2,4,4,10,2-4-4,Dormant Spenders
16809,68,4,796.84,3,4,4,11,3-4-4,Loyal Mid-Tier
16810,56,1,308.4,3,2,2,7,3-2-2,Fading Customers
16812,14,3,1439.63,5,4,5,14,5-4-5,High-Value Regulars
16814,5,16,4277.53,5,5,5,15,5-5-5,High-Value Regulars
16815,89,2,330.72,2,3,3,8,2-3-3,Fading Customers
16817,4,5,892.1,5,4,4,13,5-4-4,High-Value Regulars
16819,101,2,112.45,2,3,1,6,2-3-1,Fading Customers
16821,17,1,35.7,4,2,1,7,4-2-1,Promising Newcomers
16822,322,1,138.25,1,2,1,4,1-2-1,Disengaged Low-Value
16823,23,6,1398.25,4,5,5,14,4-5-5,High-Value Regulars
16824,29,1,200.1,4,2,2,8,4-2-2,Promising Newcomers
16825,14,2,353.95,5,3,3,11,5-3-3,Loyal Mid-Tier
16827,29,3,44.15,4,4,1,9,4-4-1,Occasional Browsers
16829,24,1,219.05,4,2,2,8,4-2-2,Promising Newcomers
16830,78,3,736.35,2,4,4,10,2-4-4,Dormant Spenders
16831,200,1,91.8,1,2,1,4,1-2-1,Disengaged Low-Value
16832,64,2,90.6,3,3,1,7,3-3-1,Fading Customers
16833,75,2,529.36,2,3,3,8,2-3-3,Fading Customers
16834,310,1,365.8,1,2,3,6,1-2-3,Occasional Browsers
16835,9,5,1098.46,5,4,4,13,5-4-4,High-Value Regulars
16836,42,2,496.5,3,3,3,9,3-3-3,Loyal Mid-Tier
16838,166,2,474.16,2,3,3,8,2-3-3,Fading Customers
16839,16,9,817.3,4,5,4,13,4-5-4,High-Value Regulars
16840,239,2,122.85,1,3,1,5,1-3-1,Occasional Browsers
16841,64,6,1533.24,3,5,5,13,3-5-5,Loyal Mid-Tier
16843,58,16,2086.56,3,5,5,13,3-5-5,Loyal Mid-Tier
16844,198,2,454.84,1,3,3,7,1-3-3,Occasional Browsers
16845,254,1,201.18,1,2,2,5,1-2-2,Disengaged Low-Value
16846,213,2,587.41,1,3,4,8,1-3-4,Dormant Spenders
16847,254,1,257.1,1,2,2,5,1-2-2,Disengaged Low-Value
16848,12,3,1113.2,5,4,4,13,5-4-4,High-Value Regulars
16854,53,2,1078.08,3,3,4,10,3-3-4,Loyal Mid-Tier
16856,53,2,307.19,3,3,2,8,3-3-2,Fading Customers
16857,78,1,220.2,2,2,2,6,2-2-2,Fading Customers
16858,4,10,1653.66,5,5,5,15,5-5-5,High-Value Regulars
16859,52,5,721.6,3,4,4,11,3-4-4,Loyal Mid-Tier
16860,88,3,565.08,2,4,3,9,2-4-3,Occasional Browsers
16861,26,3,566.83,4,4,3,11,4-4-3,Loyal Mid-Tier
16862,183,4,476.85,1,4,3,8,1-4-3,Occasional Browsers
16863,2,2,475.82,5,3,3,11,5-3-3,Loyal Mid-Tier
16864,70,2,269.73,3,3,2,8,3-3-2,Fading Customers
16865,37,1,73.35,3,2,1,6,3-2-1,Fading Customers
16867,325,1,76.74,1,2,1,4,1-2-1,Disengaged Low-Value
16868,30,3,213.36,4,4,2,10,4-4-2,Occasional Browsers
16870,105,1,385.56,2,2,3,7,2-2-3,Fading Customers
16872,99,1,29.7,2,2,1,5,2-2-1,Fading Customers
16873,65,6,3449.9,3,5,5,13,3-5-5,Loyal Mid-Tier
16874,15,1,191.44,5,2,2,9,5-2-2,Promising Newcomers
16875,73,6,1530.29,2,5,5,12,2-5-5,Dormant Spenders
16876,39,1,127.51,3,2,1,6,3-2-1,Fading Customers
16880,129,1,116.85,2,2,1,5,2-2-1,Fading Customers
16883,7,16,1233.11,5,5,4,14,5-5-4,High-Value Regulars
16884,192,2,360.58,1,3,3,7,1-3-3,Occasional Browsers
16885,21,1,150.29,4,2,1,7,4-2-1,Promising Newcomers
16886,92,1,134.0,2,2,1,5,2-2-1,Fading Customers
16887,36,2,363.49,4,3,3,10,4-3-3,Loyal Mid-Tier
16888,36,3,280.35,4,4,2,10,4-4-2,Occasional Browsers
16889,33,3,717.98,4,4,4,12,4-4-4,High-Value Regulars
16890,218,1,108.29,1,2,1,4,1-2-1,Disengaged Low-Value
16891,7,7,1022.92,5,5,4,14,5-5-4,High-Value Regulars
16892,190,2,165.25,1,3,2,6,1-3-2,Occasional Browsers
16893,2,2,209.29,5,3,2,10,5-3-2,Occasional Browsers
16894,171,1,918.29,2,2,4,8,2-2-4,Fading Customers
16895,74,4,602.43,2,4,4,10,2-4-4,Dormant Spenders
16896,191,1,56.95,1,2,1,4,1-2-1,Disengaged Low-Value
16898,4,3,408.41,5,4,3,12,5-4-3,Loyal Mid-Tier
16899,14,2,289.89,5,3,2,10,5-3-2,Occasional Browsers
16901,365,1,118.21,1,2,1,4,1-2-1,Disengaged Low-Value
16903,16,2,605.5,4,3,4,11,4-3-4,Loyal Mid-Tier
16904,3,6,1138.79,5,5,4,14,5-5-4,High-Value Regulars
16905,7,11,1035.56,5,5,4,14,5-5-4,High-Value Regulars
16906,64,3,603.74,3,4,4,11,3-4-4,Loyal Mid-Tier
16907,1,5,302.3,5,4,2,11,5-4-2,Occasional Browsers
16908,358,1,143.69,1,2,1,4,1-2-1,Disengaged Low-Value
16911,271,2,245.3,1,3,2,6,1-3-2,Occasional Browsers
16912,57,4,904.36,3,4,4,11,3-4-4,Loyal Mid-Tier
16913,287,1,25.99,1,2,1,4,1-2-1,Disengaged Low-Value
16915,22,3,106.5,4,4,1,9,4-4-1,Occasional Browsers
16916,8,3,432.34,5,4,3,12,5-4-3,Loyal Mid-Tier
16917,268,1,501.21,1,2,3,6,1-2-3,Occasional Browsers
16918,58,10,1865.82,3,5,5,13,3-5-5,Loyal Mid-Tier
16919,4,12,1634.91,5,5,5,15,5-5-5,High-Value Regulars
16920,47,1,209.7,3,2,2,7,3-2-2,Fading Customers
16921,78,2,107.43,2,3,1,6,2-3-1,Fading Customers
16922,208,1,507.73,1,2,3,6,1-2-3,Occasional Browsers
16923,11,12,4444.79,5,5,5,15,5-5-5,High-Value Regulars
16925,176,1,108.65,2,2,1,5,2-2-1,Fading Customers
16926,7,5,393.86,5,4,3,12,5-4-3,Loyal Mid-Tier
16928,9,10,575.02,5,5,3,13,5-5-3,Loyal Mid-Tier
16931,5,3,619.45,5,4,4,13,5-4-4,High-Value Regulars
16932,59,2,223.67,3,3,2,8,3-3-2,Fading Customers
16933,25,7,1753.37,4,5,5,14,4-5-5,High-Value Regulars
16934,19,4,915.97,4,4,4,12,4-4-4,High-Value Regulars
16935,17,3,530.86,4,4,3,11,4-4-3,Loyal Mid-Tier
16936,21,1,286.39,4,2,2,8,4-2-2,Promising Newcomers
16937,135,1,196.25,2,2,2,6,2-2-2,Fading Customers
16938,17,5,3634.23,4,4,5,13,4-4-5,High-Value Regulars
16939,124,3,316.59,2,4,3,9,2-4-3,Occasional Browsers
16940,86,5,2857.44,2,4,5,11,2-4-5,Dormant Spenders
16941,247,1,33.0,1,2,1,4,1-2-1,Disengaged Low-Value
16944,245,1,67.36,1,2,1,4,1-2-1,Disengaged Low-Value
16945,29,14,2848.71,4,5,5,14,4-5-5,High-Value Regulars
16946,19,5,984.29,4,4,4,12,4-4-4,High-Value Regulars
16947,197,2,431.27,1,3,3,7,1-3-3,Occasional Browsers
16948,65,4,294.0,3,4,2,9,3-4-2,Occasional Browsers
16950,26,7,1486.03,4,5,5,14,4-5-5,High-Value Regulars
16952,77,3,523.62,2,4,3,9,2-4-3,Occasional Browsers
16954,15,11,2014.34,5,5,5,15,5-5-5,High-Value Regulars
16955,4,4,374.45,5,4,3,12,5-4-3,Loyal Mid-Tier
16958,71,1,617.95,3,2,4,9,3-2-4,Fading Customers
16960,26,5,1333.87,4,4,5,13,4-4-5,High-Value Regulars
16961,24,2,445.84,4,3,3,10,4-3-3,Loyal Mid-Tier
16962,45,1,241.09,3,2,2,7,3-2-2,Fading Customers
16964,369,2,53.65,1,3,1,5,1-3-1,Occasional Browsers
16970,262,1,71.4,1,2,1,4,1-2-1,Disengaged Low-Value
16972,18,2,472.0,4,3,3,10,4-3-3,Loyal Mid-Tier
16973,22,1,127.0,4,2,1,7,4-2-1,Promising Newcomers
16974,158,2,133.45,2,3,1,6,2-3-1,Fading Customers
16975,59,3,640.88,3,4,4,11,3-4-4,Loyal Mid-Tier
16977,31,3,216.5,4,4,2,10,4-4-2,Occasional Browsers
16978,302,2,225.05,1,3,2,6,1-3-2,Occasional Browsers
16979,19,3,532.39,4,4,3,11,4-4-3,Loyal Mid-Tier
16980,64,1,384.42,3,2,3,8,3-2-3,Fading Customers
16983,5,5,898.99,5,4,4,13,5-4-4,High-Value Regulars
16984,40,7,4253.45,3,5,5,13,3-5-5,Loyal Mid-Tier
16985,108,9,875.77,2,5,4,11,2-5-4,Dormant Spenders
16986,81,8,2215.9,2,5,5,12,2-5-5,Dormant Spenders
16987,12,4,691.75,5,4,4,13,5-4-4,High-Value Regulars
16988,15,1,170.7,5,2,2,9,5-2-2,Promising Newcomers
16991,57,1,942.69,3,2,4,9,3-2-4,Fading Customers
16992,23,8,2219.59,4,5,5,14,4-5-5,High-Value Regulars
16993,99,2,181.6,2,3,2,7,2-3-2,Fading Customers
16996,18,3,590.29,4,4,4,12,4-4-4,High-Value Regulars
16998,80,1,17.0,2,2,1,5,2-2-1,Fading Customers
17000,32,2,218.7,4,3,2,9,4-3-2,Occasional Browsers
17001,12,8,1270.8,5,5,5,15,5-5-5,High-Value Regulars
17002,79,4,384.0,2,4,3,9,2-4-3,Occasional Browsers
17003,38,4,695.46,3,4,4,11,3-4-4,Loyal Mid-Tier
17004,28,2,295.7,4,3,2,9,4-3-2,Occasional Browsers
17005,106,2,209.35,2,3,2,7,2-3-2,Fading Customers
17006,28,4,548.19,4,4,3,11,4-4-3,Loyal Mid-Tier
17007,73,1,171.2,2,2,2,6,2-2-2,Fading Customers
17009,187,1,39.54,1,2,1,4,1-2-1,Disengaged Low-Value
17011,287,1,137.4,1,2,1,4,1-2-1,Disengaged Low-Value
17012,361,1,347.17,1,2,3,6,1-2-3,Occasional Browsers
17016,212,1,297.85,1,2,2,5,1-2-2,Disengaged Low-Value
17017,3,11,2222.61,5,5,5,15,5-5-5,High-Value Regulars
17018,370,1,50.4,1,2,1,4,1-2-1,Disengaged Low-Value
17019,4,8,2222.4,5,5,5,15,5-5-5,High-Value Regulars
17020,178,2,895.22,1,3,4,8,1-3-4,Dormant Spenders
17021,89,4,300.02,2,4,2,8,2-4-2,Occasional Browsers
17022,68,1,129.3,3,2,1,6,3-2-1,Fading Customers
17023,53,3,756.58,3,4,4,11,3-4-4,Loyal Mid-Tier
17025,9,4,457.55,5,4,3,12,5-4-3,Loyal Mid-Tier
17026,5,2,41.4,5,3,1,9,5-3-1,Occasional Browsers
17027,82,2,161.96,2,3,1,6,2-3-1,Fading Customers
17028,217,3,1251.82,1,4,5,10,1-4-5,Dormant Spenders
17029,72,2,309.4,2,3,2,7,2-3-2,Fading Customers
17031,217,1,168.0,1,2,2,5,1-2-2,Disengaged Low-Value
17032,239,5,2501.95,1,4,5,10,1-4-5,Dormant Spenders
17033,33,1,61.55,4,2,1,7,4-2-1,Promising Newcomers
17034,45,2,472.5,3,3,3,9,3-3-3,Loyal Mid-Tier
17035,372,1,15.0,1,2,1,4,1-2-1,Disengaged Low-Value
17036,19,1,114.55,4,2,1,7,4-2-1,Promising Newcomers
17038,51,1,443.97,3,2,3,8,3-2-3,Fading Customers
17039,240,1,449.11,1,2,3,6,1-2-3,Occasional Browsers
17040,186,1,13.52,1,2,1,4,1-2-1,Disengaged Low-Value
17041,33,3,531.96,4,4,3,11,4-4-3,Loyal Mid-Tier
17043,11,4,532.97,5,4,3,12,5-4-3,Loyal Mid-Tier
17044,107,4,647.49,2,4,4,10,2-4-4,Dormant Spenders
17045,12,2,289.05,5,3,2,10,5-3-2,Occasional Browsers
17046,80,3,943.59,2,4,4,10,2-4-4,Dormant Spenders
17047,67,3,962.23,3,4,4,11,3-4-4,Loyal Mid-Tier
17048,73,4,821.31,2,4,4,10,2-4-4,Dormant Spenders
17049,11,9,2977.88,5,5,5,15,5-5-5,High-Value Regulars
17050,11,4,415.88,5,4,3,12,5-4-3,Loyal Mid-Tier
17051,82,3,451.68,2,4,3,9,2-4-3,Occasional Browsers
17055,81,1,175.2,2,2,2,6,2-2-2,Fading Customers
17056,374,1,29.3,1,2,1,4,1-2-1,Disengaged Low-Value
17057,232,1,253.34,1,2,2,5,1-2-2,Disengaged Low-Value
17059,5,5,2083.18,5,4,5,14,5-4-5,High-Value Regulars
17062,1,4,579.56,5,4,3,12,5-4-3,Loyal Mid-Tier
17063,43,6,1782.64,3,5,5,13,3-5-5,Loyal Mid-Tier
17065,273,2,75.3,1,3,1,5,1-3-1,Occasional Browsers
17066,362,1,228.34,1,2,2,5,1-2-2,Disengaged Low-Value
17067,360,3,181.9,1,4,2,7,1-4-2,Occasional Browsers
17068,4,27,4223.14,5,5,5,15,5-5-5,High-Value Regulars
17069,9,6,2118.28,5,5,5,15,5-5-5,High-Value Regulars
17070,46,1,125.23,3,2,1,6,3-2-1,Fading Customers
17071,17,4,1033.99,4,4,4,12,4-4-4,High-Value Regulars
17072,261,1,253.45,1,2,2,5,1-2-2,Disengaged Low-Value
17074,198,1,11.8,1,2,1,4,1-2-1,Disengaged Low-Value
17075,65,6,1036.26,3,5,4,12,3-5-4,Loyal Mid-Tier
17076,28,3,367.87,4,4,3,11,4-4-3,Loyal Mid-Tier
17080,15,5,289.2,5,4,2,11,5-4-2,Occasional Browsers
17081,31,4,443.43,4,4,3,11,4-4-3,Loyal Mid-Tier
17082,30,4,1093.88,4,4,4,12,4-4-4,High-Value Regulars
17083,45,6,722.16,3,5,4,12,3-5-4,Loyal Mid-Tier
17084,32,1,1496.41,4,2,5,11,4-2-5,Promising Newcomers
17085,12,22,5284.07,5,5,5,15,5-5-5,High-Value Regulars
17087,373,1,221.53,1,2,2,5,1-2-2,Disengaged Low-Value
17089,22,1,38.45,4,2,1,7,4-2-1,Promising Newcomers
17090,11,2,319.62,5,3,3,11,5-3-3,Loyal Mid-Tier
17091,3,11,3381.31,5,5,5,15,5-5-5,High-Value Regulars
17092,73,6,2983.46,2,5,5,12,2-5-5,Dormant Spenders
17093,228,1,171.18,1,2,2,5,1-2-2,Disengaged Low-Value
17094,59,1,55.2,3,2,1,6,3-2-1,Fading Customers
17095,66,4,792.5,3,4,4,11,3-4-4,Loyal Mid-Tier
17096,19,7,2126.75,4,5,5,14,4-5-5,High-Value Regulars
17097,1,2,303.86,5,3,2,10,5-3-2,Occasional Browsers
17098,17,2,206.32,4,3,2,9,4-3-2,Occasional Browsers
17099,169,1,528.97,2,2,3,7,2-2-3,Fading Customers
17101,30,3,317.85,4,4,3,11,4-4-3,Loyal Mid-Tier
17103,358,1,410.38,1,2,3,6,1-2-3,Occasional Browsers
17104,59,1,302.68,3,2,2,7,3-2-2,Fading Customers
17106,25,1,313.18,4,2,3,9,4-2-3,Promising Newcomers
17107,33,4,1622.11,4,4,5,13,4-4-5,High-Value Regulars
17108,299,1,136.85,1,2,1,4,1-2-1,Disengaged Low-Value
17109,42,2,335.86,3,3,3,9,3-3-3,Loyal Mid-Tier
17110,156,2,157.4,2,3,1,6,2-3-1,Fading Customers
17111,61,1,177.27,3,2,2,7,3-2-2,Fading Customers
17112,138,1,197.57,2,2,2,6,2-2-2,Fading Customers
17113,210,6,1757.29,1,5,5,11,1-5-5,Dormant Spenders
17115,184,4,948.93,1,4,4,9,1-4-4,Dormant Spenders
17116,284,1,348.74,1,2,3,6,1-2-3,Occasional Browsers
17121,38,1,214.54,3,2,2,7,3-2-2,Fading Customers
17122,24,3,384.98,4,4,3,11,4-4-3,Loyal Mid-Tier
17123,75,2,338.55,2,3,3,8,2-3-3,Fading Customers
17126,17,4,769.18,4,4,4,12,4-4-4,High-Value Regulars
17127,64,5,545.58,3,4,3,10,3-4-3,Loyal Mid-Tier
17129,156,1,14.85,2,2,1,5,2-2-1,Fading Customers
17132,88,2,712.33,2,3,4,9,2-3-4,Fading Customers
17133,211,2,19.98,1,3,1,5,1-3-1,Occasional Browsers
17134,78,1,128.6,2,2,1,5,2-2-1,Fading Customers
17135,7,4,610.33,5,4,4,13,5-4-4,High-Value Regulars
17136,298,1,176.0,1,2,2,5,1-2-2,Disengaged Low-Value
17137,52,6,1075.96,3,5,4,12,3-5-4,Loyal Mid-Tier
17138,25,6,3252.1,4,5,5,14,4-5-5,High-Value Regulars
17139,25,11,3630.41,4,5,5,14,4-5-5,High-Value Regulars
17141,54,4,636.44,3,4,4,11,3-4-4,Loyal Mid-Tier
17142,40,3,526.8,3,4,3,10,3-4-3,Loyal Mid-Tier
17143,53,2,543.52,3,3,3,9,3-3-3,Loyal Mid-Tier
17145,148,4,2483.14,2,4,5,11,2-4-5,Dormant Spenders
17146,71,10,3425.31,3,5,5,13,3-5-5,Loyal Mid-Tier
17147,88,5,608.11,2,4,4,10,2-4-4,Dormant Spenders
17150,12,6,1095.6,5,5,4,14,5-5-4,High-Value Regulars
17151,371,1,35.7,1,2,1,4,1-2-1,Disengaged Low-Value
17155,163,5,462.65,2,4,3,9,2-4-3,Occasional Browsers
17156,127,1,584.31,2,2,4,8,2-2-4,Fading Customers
17157,116,16,1270.64,2,5,5,12,2-5-5,Dormant Spenders
17158,183,2,612.13,1,3,4,8,1-3-4,Dormant Spenders
17159,113,2,349.56,2,3,3,8,2-3-3,Fading Customers
17160,10,11,6244.69,5,5,5,15,5-5-5,High-Value Regulars
17161,80,1,751.21,2,2,4,8,2-2-4,Fading Customers
17163,81,2,345.12,2,3,3,8,2-3-3,Fading Customers
17165,17,5,1188.89,4,4,4,12,4-4-4,High-Value Regulars
17167,15,3,758.46,5,4,4,13,5-4-4,High-Value Regulars
17168,134,1,226.25,2,2,2,6,2-2-2,Fading Customers
17169,214,1,258.3,1,2,2,5,1-2-2,Disengaged Low-Value
17170,10,2,178.68,5,3,2,10,5-3-2,Occasional Browsers
17171,297,1,97.28,1,2,1,4,1-2-1,Disengaged Low-Value
17172,66,2,274.13,3,3,2,8,3-3-2,Fading Customers
17176,162,2,305.09,2,3,2,7,2-3-2,Fading Customers
17177,141,1,86.65,2,2,1,5,2-2-1,Fading Customers
17178,367,1,276.76,1,2,2,5,1-2-2,Disengaged Low-Value
17179,18,3,623.47,4,4,4,12,4-4-4,High-Value Regulars
17180,58,7,1093.24,3,5,4,12,3-5-4,Loyal Mid-Tier
17181,231,1,16.03,1,2,1,4,1-2-1,Disengaged Low-Value
17182,58,1,142.8,3,2,1,6,3-2-1,Fading Customers
17184,205,2,190.46,1,3,2,6,1-3-2,Occasional Browsers
17185,227,3,229.46,1,4,2,7,1-4-2,Occasional Browsers
17187,162,1,105.9,2,2,1,5,2-2-1,Fading Customers
17188,82,6,1211.02,2,5,4,11,2-5-4,Dormant Spenders
17189,196,3,509.49,1,4,3,8,1-4-3,Occasional Browsers
17190,39,4,594.24,3,4,4,11,3-4-4,Loyal Mid-Tier
17191,4,11,2183.45,5,5,5,15,5-5-5,High-Value Regulars
17192,172,1,62.53,2,2,1,5,2-2-1,Fading Customers
17193,22,1,60.0,4,2,1,7,4-2-1,Promising Newcomers
17194,166,1,282.39,2,2,2,6,2-2-2,Fading Customers
17195,291,1,366.9,1,2,3,6,1-2-3,Occasional Browsers
17196,63,1,272.05,3,2,2,7,3-2-2,Fading Customers
17198,1,2,256.61,5,3,2,10,5-3-2,Occasional Browsers
17199,218,1,53.68,1,2,1,4,1-2-1,Disengaged Low-Value
17200,23,3,176.71,4,4,2,10,4-4-2,Occasional Browsers
17201,159,3,707.02,2,4,4,10,2-4-4,Dormant Spenders
17202,56,1,70.65,3,2,1,6,3-2-1,Fading Customers
17203,24,4,367.94,4,4,3,11,4-4-3,Loyal Mid-Tier
17204,10,4,1336.47,5,4,5,14,5-4-5,High-Value Regulars
17205,52,2,68.03,3,3,1,7,3-3-1,Fading Customers
17207,288,1,257.64,1,2,2,5,1-2-2,Disengaged Low-Value
17208,31,1,111.15,4,2,1,7,4-2-1,Promising Newcomers
17209,285,2,252.95,1,3,2,6,1-3-2,Occasional Browsers
17210,28,1,244.16,4,2,2,8,4-2-2,Promising Newcomers
17211,5,6,1616.42,5,5,5,15,5-5-5,High-Value Regulars
17212,94,2,418.34,2,3,3,8,2-3-3,Fading Customers
17213,2,7,2037.42,5,5,5,15,5-5-5,High-Value Regulars
17215,100,1,96.15,2,2,1,5,2-2-1,Fading Customers
17216,190,1,55.1,1,2,1,4,1-2-1,Disengaged Low-Value
17217,255,1,55.8,1,2,1,4,1-2-1,Disengaged Low-Value
17218,4,9,1727.51,5,5,5,15,5-5-5,High-Value Regulars
17219,52,1,144.9,3,2,1,6,3-2-1,Fading Customers
17220,53,7,1170.01,3,5,4,12,3-5-4,Loyal Mid-Tier
17221,243,2,281.86,1,3,2,6,1-3-2,Occasional Browsers
17222,113,5,844.7,2,4,4,10,2-4-4,Dormant Spenders
17223,4,2,235.04,5,3,2,10,5-3-2,Occasional Browsers
17224,137,1,22.36,2,2,1,5,2-2-1,Fading Customers
17225,217,1,37.65,1,2,1,4,1-2-1,Disengaged Low-Value
17226,80,2,249.23,2,3,2,7,2-3-2,Fading Customers
17227,4,7,428.53,5,5,3,13,5-5-3,Loyal Mid-Tier
17228,3,7,1163.14,5,5,4,14,5-5-4,High-Value Regulars
17230,219,9,1851.87,1,5,5,11,1-5-5,Dormant Spenders
17231,25,14,3185.78,4,5,5,14,4-5-5,High-Value Regulars
17233,84,2,265.93,2,3,2,7,2-3-2,Fading Customers
17235,8,7,672.62,5,5,4,14,5-5-4,High-Value Regulars
17236,46,6,348.98,3,5,3,11,3-5-3,Loyal Mid-Tier
17237,11,2,611.04,5,3,4,12,5-3-4,Loyal Mid-Tier
17238,7,17,3421.6,5,5,5,15,5-5-5,High-Value Regulars
17239,23,3,289.75,4,4,2,10,4-4-2,Occasional Browsers
17240,232,1,100.0,1,2,1,4,1-2-1,Disengaged Low-Value
17241,21,12,1536.14,4,5,5,14,4-5-5,High-Value Regulars
17242,92,3,599.0,2,4,4,10,2-4-4,Dormant Spenders
17243,5,44,6601.85,5,5,5,15,5-5-5,High-Value Regulars
17244,19,4,573.74,4,4,3,11,4-4-3,Loyal Mid-Tier
17245,325,1,121.34,1,2,1,4,1-2-1,Disengaged Low-Value
17246,182,2,28.97,1,3,1,5,1-3-1,Occasional Browsers
17248,117,1,181.89,2,2,2,6,2-2-2,Fading Customers
17249,64,1,68.03,3,2,1,6,3-2-1,Fading Customers
17251,18,2,468.7,4,3,3,10,4-3-3,Loyal Mid-Tier
17254,37,1,190.34,3,2,2,7,3-2-2,Fading Customers
17255,26,2,408.41,4,3,3,10,4-3-3,Loyal Mid-Tier
17256,236,2,56.13,1,3,1,5,1-3-1,Occasional Browsers
17257,72,1,68.35,2,2,1,5,2-2-1,Fading Customers
17258,32,2,417.3,4,3,3,10,4-3-3,Loyal Mid-Tier
17259,4,5,1050.61,5,4,4,13,5-4-4,High-Value Regulars
17260,47,1,81.0,3,2,1,6,3-2-1,Fading Customers
17261,145,1,141.69,2,2,1,5,2-2-1,Fading Customers
17264,60,1,214.38,3,2,2,7,3-2-2,Fading Customers
17266,135,2,141.49,2,3,1,6,2-3-1,Fading Customers
17268,127,3,211.2,2,4,2,8,2-4-2,Occasional Browsers
17269,21,1,433.91,4,2,3,9,4-2-3,Promising Newcomers
17270,105,2,327.45,2,3,3,8,2-3-3,Fading Customers
17271,372,1,165.95,1,2,2,5,1-2-2,Disengaged Low-Value
17273,60,1,141.12,3,2,1,6,3-2-1,Fading Customers
17274,31,1,419.65,4,2,3,9,4-2-3,Promising Newcomers
17275,19,1,73.45,4,2,1,7,4-2-1,Promising Newcomers
17276,38,1,374.39,3,2,3,8,3-2-3,Fading Customers
17278,201,1,25.2,1,2,1,4,1-2-1,Disengaged Low-Value
17280,74,1,118.86,2,2,1,5,2-2-1,Fading Customers
17282,92,2,447.71,2,3,3,8,2-3-3,Fading Customers
17283,14,1,107.21,5,2,1,8,5-2-1,Promising Newcomers
17284,25,1,730.33,4,2,4,10,4-2-4,Promising Newcomers
17285,264,2,240.29,1,3,2,6,1-3-2,Occasional Browsers
17286,36,2,131.81,4,3,1,8,4-3-1,Occasional Browsers
17287,3,16,2172.59,5,5,5,15,5-5-5,High-Value Regulars
17288,26,4,607.65,4,4,4,12,4-4-4,High-Value Regulars
17289,12,6,865.86,5,5,4,14,5-5-4,High-Value Regulars
17290,17,5,429.36,4,4,3,11,4-4-3,Loyal Mid-Tier
17292,108,2,111.88,2,3,1,6,2-3-1,Fading Customers
17293,30,8,1014.55,4,5,4,13,4-5-4,High-Value Regulars
17294,305,2,112.02,1,3,1,5,1-3-1,Occasional Browsers
17296,366,1,190.83,1,2,2,5,1-2-2,Disengaged Low-Value
17298,129,2,188.42,2,3,2,7,2-3-2,Fading Customers
17299,75,2,336.62,2,3,3,8,2-3-3,Fading Customers
17300,26,2,206.49,4,3,2,9,4-3-2,Occasional Browsers
17301,260,1,131.15,1,2,1,4,1-2-1,Disengaged Low-Value
17304,170,1,50.5,2,2,1,5,2-2-1,Fading Customers
17307,31,5,167.55,4,4,2,10,4-4-2,Occasional Browsers
17309,17,2,179.49,4,3,2,9,4-3-2,Occasional Browsers
17311,28,4,495.01,4,4,3,11,4-4-3,Loyal Mid-Tier
17314,29,9,1623.33,4,5,5,14,4-5-5,High-Value Regulars
17315,11,5,2009.01,5,4,5,14,5-4-5,High-Value Regulars
17316,56,1,124.45,3,2,1,6,3-2-1,Fading Customers
17318,361,1,139.43,1,2,1,4,1-2-1,Disengaged Low-Value
17319,305,1,29.1,1,2,1,4,1-2-1,Disengaged Low-Value
17320,4,4,1191.78,5,4,4,13,5-4-4,High-Value Regulars
17321,30,4,748.15,4,4,4,12,4-4-4,High-Value Regulars
17322,12,5,854.78,5,4,4,13,5-4-4,High-Value Regulars
17323,43,5,644.52,3,4,4,11,3-4-4,Loyal Mid-Tier
17324,2,8,608.31,5,5,4,14,5-5-4,High-Value Regulars
17325,46,2,350.66,3,3,3,9,3-3-3,Loyal Mid-Tier
17326,44,2,242.61,3,3,2,8,3-3-2,Fading Customers
17327,198,1,4.25,1,2,1,4,1-2-1,Disengaged Low-Value
17328,309,1,29.7,1,2,1,4,1-2-1,Disengaged Low-Value
17329,367,3,465.34,1,4,3,8,1-4-3,Occasional Browsers
17332,164,5,617.16,2,4,4,10,2-4-4,Dormant Spenders
17334,42,1,238.08,3,2,2,7,3-2-2,Fading Customers
17335,19,2,258.24,4,3,2,9,4-3-2,Occasional Browsers
17338,11,9,4757.85,5,5,5,15,5-5-5,High-Value Regulars
17339,1,1,60.0,5,2,1,8,5-2-1,Promising Newcomers
17340,2,8,3812.64,5,5,5,15,5-5-5,High-Value Regulars
17341,2,3,759.22,5,4,4,13,5-4-4,High-Value Regulars
17342,15,4,392.55,5,4,3,12,5-4-3,Loyal Mid-Tier
17343,12,5,759.8,5,4,4,13,5-4-4,High-Value Regulars
17344,364,1,205.99,1,2,2,5,1-2-2,Disengaged Low-Value
17345,11,6,684.81,5,5,4,14,5-5-4,High-Value Regulars
17346,9,12,2146.38,5,5,5,15,5-5-5,High-Value Regulars
17348,73,4,971.48,2,4,4,10,2-4-4,Dormant Spenders
17349,16,3,340.48,4,4,3,11,4-4-3,Loyal Mid-Tier
17350,30,3,458.03,4,4,3,11,4-4-3,Loyal Mid-Tier
17351,105,7,205.33,2,5,2,9,2-5-2,Occasional Browsers
